date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:25:55	16301/16301	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-3fad%22	https://webconcepts.info/specs/IETF/RFC/7234	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/specs/IETF/RFC/7234.html	(from https://webconcepts.info/)
17:25:55	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20May%202025%2017:25:55%20GMT	https://webconcepts.info/concepts	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts	(from https://webconcepts.info/)
17:25:56	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20May%202025%2017:25:56%20GMT	https://webconcepts.info/specs	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/specs	(from https://webconcepts.info/)
17:25:56	7129/7129	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1bd9%22	https://webconcepts.info/specs/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/specs/index.html	(from https://webconcepts.info/)
17:25:56	6840/6840	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1ab8%22	https://webconcepts.info/update/2018/04/26/web-concepts-www2018.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2018/04/26/web-concepts-www2018.html	(from https://webconcepts.info/)
17:25:56	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20May%202025%2017:25:56%20GMT	https://webconcepts.info/concepts	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts	(from https://webconcepts.info/)
17:25:56	649434/649434	---M-Z	200	added ('OK')	application/json	etag:W/%22671ff1fd-9e8da%22	https://webconcepts.info/concepts.json	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts.json	(from https://webconcepts.info/)
17:25:57	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20May%202025%2017:25:57%20GMT	https://webconcepts.info/specs	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/specs	(from https://webconcepts.info/)
17:25:57	326856/326856	---M-Z	200	added ('OK')	application/json	etag:W/%22671ff1fd-4fcc8%22	https://webconcepts.info/specs.json	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/specs.json	(from https://webconcepts.info/)
17:25:57	1073/1073	---M-Z	200	added ('OK')	application/xml	etag:W/%22671ff1fd-431%22	https://webconcepts.info/transform.xsl	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/transform.xsl	(from https://webconcepts.info/)
17:25:57	5930/5930	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-172a%22	https://webconcepts.info/update/2024/01/26/webhooks.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2024/01/26/webhooks.html	(from https://webconcepts.info/)
17:25:58	6517/6517	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1975%22	https://webconcepts.info/update/2021/01/30/https.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2021/01/30/https.html	(from https://webconcepts.info/)
17:25:58	9458/9458	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-24f2%22	https://webconcepts.info/update/2019/06/03/web-concepts-representation.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2019/06/03/web-concepts-representation.html	(from https://webconcepts.info/)
17:25:58	6570/6570	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-19aa%22	https://webconcepts.info/update/2018/05/09/web-concepts-craft2018.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2018/05/09/web-concepts-craft2018.html	(from https://webconcepts.info/)
17:25:58	9999/9999	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-270f%22	https://webconcepts.info/history.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/history-2.html	(from https://webconcepts.info/)
17:25:58	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2264d248ca-24a3%22	https://webconcepts.info/feed.xml	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/feed.xml	(from https://webconcepts.info/)
17:25:59	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20May%202025%2017:25:59%20GMT	https://webconcepts.info/specs	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/specs	(from https://webconcepts.info/concepts/)
17:25:59	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20May%202025%2017:25:59%20GMT	https://webconcepts.info/concepts	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts	(from https://webconcepts.info/specs/)
17:25:59	16540/16540	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-409c%22	https://webconcepts.info/concepts/http-authentication-scheme/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-authentication-scheme/index.html	(from https://webconcepts.info/concepts/)
17:25:59	20906/20906	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-51aa%22	https://webconcepts.info/concepts/http-cache-directive/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-cache-directive/index.html	(from https://webconcepts.info/concepts/)
17:26:00	3414/3414	---M-Z	200	added ('OK')	application/xml	etag:W/%22671ff1fd-d56%22	https://webconcepts.info/specs.xml	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/specs.xml	(from https://webconcepts.info/JSON)
17:26:00	17053/17053	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-429d%22	https://webconcepts.info/concepts/http-content-coding/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-content-coding/index.html	(from https://webconcepts.info/concepts/)
17:26:00	6179/6179	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1823%22	https://webconcepts.info/concepts/http-dig-alg/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-dig-alg/index.html	(from https://webconcepts.info/concepts/)
17:26:00	10742/10742	---M-Z	200	added ('OK')	application/xml	etag:W/%22671ff1fd-29f6%22	https://webconcepts.info/concepts.xml	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts.xml	(from https://webconcepts.info/JSON)
17:26:00	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20May%202025%2017:26:00%20GMT	https://webconcepts.info/concepts	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts	(from https://webconcepts.info/JSON)
17:26:00	13973/13973	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-3695%22	https://webconcepts.info/JSON-specs	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/JSON-specs.html	(from https://webconcepts.info/JSON)
17:26:01	12852/12852	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-3234%22	https://webconcepts.info/JSON-concepts	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/JSON-concepts.html	(from https://webconcepts.info/JSON)
17:26:01	10250/10250	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-280a%22	https://webconcepts.info/concepts/http-forwarded-parameter/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-forwarded-parameter/index.html	(from https://webconcepts.info/concepts/)
17:26:01	1220/1220	---M-Z	200	added ('OK')	text/markdown	etag:W/%22671ff1fd-4c4%22	https://webconcepts.info/LICENSE.md	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/LICENSE.md	(from https://webconcepts.info/forking)
17:26:01	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2015%20May%202025%2017:26:01%20GMT	https://webconcepts.info/src/specs	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/src/specs	(from https://webconcepts.info/forking)
17:26:01	240941/240941	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-3ad2d%22	https://webconcepts.info/concepts/http-header/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-header/index.html	(from https://webconcepts.info/concepts/)
17:26:02	5615/5615	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-15ef%22	https://webconcepts.info/removing	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/removing.html	(from https://webconcepts.info/forking)
17:26:02	5597/5597	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-15dd%22	https://webconcepts.info/adding	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/adding.html	(from https://webconcepts.info/forking)
17:26:02	11003/11003	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-2afb%22	https://webconcepts.info/concepts/http-preference/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-preference/index.html	(from https://webconcepts.info/concepts/)
17:26:02	6029/6029	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-178d%22	https://webconcepts.info/building	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/building.html	(from https://webconcepts.info/forking)
17:26:02	9027/9027	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-2343%22	https://webconcepts.info/concepts/http-range-unit/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-range-unit/index.html	(from https://webconcepts.info/concepts/)
17:26:03	6933/6933	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1b15%22	https://webconcepts.info/update/2018/03/28/adding-http2-frame-types.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2018/03/28/adding-http2-frame-types.html	(from https://webconcepts.info/history)
17:26:03	8262/8262	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-2046%22	https://webconcepts.info/update/2017/10/11/adding-xml-namespaces-schemas.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2017/10/11/adding-xml-namespaces-schemas.html	(from https://webconcepts.info/history)
17:26:03	49239/49239	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-c057%22	https://webconcepts.info/concepts/http-method/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-method/index.html	(from https://webconcepts.info/concepts/)
17:26:03	8118/8118	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1fb6%22	https://webconcepts.info/update/2017/09/18/anniversary.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2017/09/18/anniversary.html	(from https://webconcepts.info/history)
17:26:03	6494/6494	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-195e%22	https://webconcepts.info/update/2017/07/02/adding-http-warn-codes.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2017/07/02/adding-http-warn-codes.html	(from https://webconcepts.info/history)
17:26:04	6916/6916	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1b04%22	https://webconcepts.info/update/2017/04/24/minor-refactor.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2017/04/24/minor-refactor.html	(from https://webconcepts.info/history)
17:26:04	6696/6696	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1a28%22	https://webconcepts.info/update/2017/01/01/JSON-documentation.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2017/01/01/JSON-documentation.html	(from https://webconcepts.info/history)
17:26:04	69306/69306	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-10eba%22	https://webconcepts.info/concepts/http-status-code/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-status-code/index.html	(from https://webconcepts.info/concepts/)
17:26:04	8378/8378	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-20ba%22	https://webconcepts.info/update/2016/12/15/hackable-concept-URIs.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/12/15/hackable-concept-URIs.html	(from https://webconcepts.info/history)
17:26:04	6412/6412	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-190c%22	https://webconcepts.info/update/2016/11/14/adding-structured-syntax-suffixes.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/11/14/adding-structured-syntax-suffixes.html	(from https://webconcepts.info/history)
17:26:05	6378/6378	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-18ea%22	https://webconcepts.info/update/2016/10/16/adding-http-auth-schemes.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/10/16/adding-http-auth-schemes.html	(from https://webconcepts.info/history)
17:26:05	14433/14433	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-3861%22	https://webconcepts.info/concepts/http-transfer-coding/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-transfer-coding/index.html	(from https://webconcepts.info/concepts/)
17:26:05	7394/7394	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1ce2%22	https://webconcepts.info/update/2016/10/15/adding-oauth.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/10/15/adding-oauth.html	(from https://webconcepts.info/history)
17:26:05	8586/8586	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-218a%22	https://webconcepts.info/update/2016/09/26/web-concept-identifiers.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/09/26/web-concept-identifiers.html	(from https://webconcepts.info/history)
17:26:05	6943/6943	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1b1f%22	https://webconcepts.info/update/2016/09/22/JSON-refactoring.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/09/22/JSON-refactoring.html	(from https://webconcepts.info/history)
17:26:05	6620/6620	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-19dc%22	https://webconcepts.info/update/2016/09/17/concept-JSON.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/09/17/concept-JSON.html	(from https://webconcepts.info/history)
17:26:06	6901/6901	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1af5%22	https://webconcepts.info/update/2016/09/16/RESTfest-launch.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/09/16/RESTfest-launch.html	(from https://webconcepts.info/history)
17:26:06	11818/11818	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-2e2a%22	https://webconcepts.info/concepts/http-warn-code/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-warn-code/index.html	(from https://webconcepts.info/concepts/)
17:26:06	6671/6671	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1a0f%22	https://webconcepts.info/update/2016/09/08/adding-urn-namespaces.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/09/08/adding-urn-namespaces.html	(from https://webconcepts.info/history)
17:26:07	7030/7030	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1b76%22	https://webconcepts.info/update/2016/09/04/json-specs.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/09/04/json-specs.html	(from https://webconcepts.info/history)
17:26:07	18571/18571	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-488b%22	https://webconcepts.info/concepts/http2-frame-type/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http2-frame-type/index.html	(from https://webconcepts.info/concepts/)
17:26:07	6714/6714	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1a3a%22	https://webconcepts.info/update/2016/09/03/adding-jwt-concepts.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/09/03/adding-jwt-concepts.html	(from https://webconcepts.info/history)
17:26:07	8387/8387	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-20c3%22	https://webconcepts.info/concepts/http-hash-alg/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-hash-alg/index.html	(from https://webconcepts.info/concepts/)
17:26:07	7137/7137	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1be1%22	https://webconcepts.info/update/2016/09/02/json-concepts.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/09/02/json-concepts.html	(from https://webconcepts.info/history)
17:26:07	6521/6521	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1979%22	https://webconcepts.info/update/2016/08/16/nothing-changed.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/08/16/nothing-changed.html	(from https://webconcepts.info/history)
17:26:08	6947/6947	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1b23%22	https://webconcepts.info/update/2016/08/08/adding-uri-schemes-and-http-transfer-codings.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/08/08/adding-uri-schemes-and-http-transfer-codings.html	(from https://webconcepts.info/history)
17:26:08	6763/6763	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1a6b%22	https://webconcepts.info/update/2016/08/04/adding-preferences-and-forwarded-parameters.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/08/04/adding-preferences-and-forwarded-parameters.html	(from https://webconcepts.info/history)
17:26:08	17409/17409	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-4401%22	https://webconcepts.info/concepts/jwt-claim/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/jwt-claim/index.html	(from https://webconcepts.info/concepts/)
17:26:08	6567/6567	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-19a7%22	https://webconcepts.info/update/2016/08/03/adding-well-known-uris.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/08/03/adding-well-known-uris.html	(from https://webconcepts.info/history)
17:26:08	6451/6451	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1933%22	https://webconcepts.info/update/2016/08/01/adding-range-units.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/08/01/adding-range-units.html	(from https://webconcepts.info/history)
17:26:09	6802/6802	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1a92%22	https://webconcepts.info/update/2016/07/30/adding-jcp-jsr.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/07/30/adding-jcp-jsr.html	(from https://webconcepts.info/history)
17:26:09	6533/6533	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1985%22	https://webconcepts.info/update/2016/07/29/adding-content-codings.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/07/29/adding-content-codings.html	(from https://webconcepts.info/history)
17:26:09	9994/9994	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-270a%22	https://webconcepts.info/concepts/jwt-confirmation-method/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/jwt-confirmation-method/index.html	(from https://webconcepts.info/concepts/)
17:26:09	6323/6323	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-18b3%22	https://webconcepts.info/update/2016/07/22/soft-launch.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/07/22/soft-launch.html	(from https://webconcepts.info/history)
17:26:09	6196/6196	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1834%22	https://webconcepts.info/update/2016/07/18/starting-webconcepts.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/update/2016/07/18/starting-webconcepts.html	(from https://webconcepts.info/history)
17:26:09	126321/126321	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1ed71%22	https://webconcepts.info/concepts/link-relation/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/link-relation/index.html	(from https://webconcepts.info/concepts/)
17:26:10	16301/16301	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-3fad%22	https://webconcepts.info/specs/IETF/RFC/7234.html	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/specs/IETF/RFC/7234-2.html	(from https://webconcepts.info/specs/IETF/RFC/7234)
17:26:10	7062/7062	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1b96%22	https://webconcepts.info/concepts/http-cache-directive/max-age	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-cache-directive/max-age.html	(from https://webconcepts.info/specs/IETF/RFC/7234)
17:26:10	128830/128830	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1f73e%22	https://webconcepts.info/concepts/media-type/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/media-type/index.html	(from https://webconcepts.info/concepts/)
17:26:10	7066/7066	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1b9a%22	https://webconcepts.info/concepts/http-cache-directive/max-stale	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-cache-directive/max-stale.html	(from https://webconcepts.info/specs/IETF/RFC/7234)
17:26:10	6832/6832	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1ab0%22	https://webconcepts.info/concepts/http-cache-directive/min-fresh	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-cache-directive/min-fresh.html	(from https://webconcepts.info/specs/IETF/RFC/7234)
17:26:11	6674/6674	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1a12%22	https://webconcepts.info/concepts/http-cache-directive/must-revalidate	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-cache-directive/must-revalidate.html	(from https://webconcepts.info/specs/IETF/RFC/7234)
17:26:11	7239/7239	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1c47%22	https://webconcepts.info/concepts/http-cache-directive/no-cache	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-cache-directive/no-cache.html	(from https://webconcepts.info/specs/IETF/RFC/7234)
17:26:11	7103/7103	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1bbf%22	https://webconcepts.info/concepts/http-cache-directive/no-store	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-cache-directive/no-store.html	(from https://webconcepts.info/specs/IETF/RFC/7234)
17:26:11	8184/8184	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1ff8%22	https://webconcepts.info/concepts/oauth-access-token-type/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/oauth-access-token-type/index.html	(from https://webconcepts.info/concepts/)
17:26:11	8453/8453	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-2105%22	https://webconcepts.info/concepts/oauth-authorization-endpoint-response-type/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/oauth-authorization-endpoint-response-type/index.html	(from https://webconcepts.info/concepts/)
17:26:11	6523/6523	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-197b%22	https://webconcepts.info/concepts/http-cache-directive/no-transform	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-cache-directive/no-transform.html	(from https://webconcepts.info/specs/IETF/RFC/7234)
17:26:12	28811/28811	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-708b%22	https://webconcepts.info/concepts/oauth-client-metadata/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/oauth-client-metadata/index.html	(from https://webconcepts.info/concepts/)
17:26:12	7209/7209	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1c29%22	https://webconcepts.info/concepts/http-cache-directive/only-if-cached	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-cache-directive/only-if-cached.html	(from https://webconcepts.info/specs/IETF/RFC/7234)
17:26:12	9898/9898	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-26aa%22	https://webconcepts.info/concepts/oauth-extension-error/	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/oauth-extension-error/index.html	(from https://webconcepts.info/concepts/)
17:26:12	6770/6770	---M-Z	200	added ('OK')	text/html	etag:W/%22671ff1fd-1a72%22	https://webconcepts.info/concepts/http-cache-directive/private	C:/Users/Administrator/Documents/departments/Websites/WebConcepts/webconcepts.info/concepts/http-cache-directive/private.html	(from https://webconcepts.info/specs/IETF/RFC/7234)
